No_Die,Lot_Num,Wafer_Num,Ox_Chamber,photo_soft_Chamber,lithography_Chamber,Etching_Chamber,Chamber_Num,Error_message,Error,Short_Path,Path,Target,Datetime
NOLSM490194490,19,31,1,1,1,1,1,none,1,1111,11111,117,07-03-2022
NOLSM491195491,19,32,1,1,1,2,2,none,1,1112,11122,48,07-03-2022
NOLSM492196492,19,33,1,1,1,3,3,none,1,1113,11133,57,07-03-2022
NOLSM493197493,19,34,1,1,1,1,1,none,1,1111,11111,93,07-03-2022
NOLSM494198494,19,35,1,1,1,2,2,none,1,1112,11122,75,07-03-2022
NOLSM495199495,19,36,1,1,1,3,3,none,1,1113,11133,45,07-03-2022
NOLSM4961910496,19,37,1,1,2,1,1,none,1,1121,11211,96,07-03-2022
NOLSM4971911497,19,38,1,1,2,2,2,[['Center']],0,1122,11222,207,07-03-2022
NOLSM4981912498,19,39,1,1,2,3,3,none,1,1123,11233,126,07-03-2022
NOLSM4991913499,19,40,1,1,2,1,1,none,1,1121,11211,153,07-03-2022
NOLSM5001914500,19,41,1,1,2,2,2,none,1,1122,11222,156,07-03-2022
NOLSM5011915501,19,42,1,1,2,3,3,none,1,1123,11233,180,07-03-2022
NOLSM5021916502,19,43,1,1,2,1,1,[['Loc']],0,1121,11211,216,07-03-2022
NOLSM5031917503,19,44,1,1,2,2,2,[['Edge-Loc']],0,1122,11222,216,07-03-2022
NOLSM5041918504,19,45,1,1,2,3,3,[['Loc']],0,1123,11233,399,07-03-2022
NOLSM5051919505,19,46,1,1,3,1,1,none,1,1131,11311,18,07-03-2022
NOLSM5061920506,19,47,1,1,3,2,2,none,1,1132,11322,75,07-03-2022
NOLSM5071921507,19,48,1,1,3,3,3,none,1,1133,11333,57,07-03-2022
NOLSM5081922508,19,49,1,1,3,1,1,none,1,1131,11311,9,07-03-2022
NOLSM5091923509,19,50,1,1,3,2,2,none,1,1132,11322,21,07-03-2022
NOLSM5101924510,19,51,1,1,3,3,3,none,1,1133,11333,24,07-03-2022
NOLSM5111925511,19,52,1,1,3,1,1,none,1,1131,11311,18,07-03-2022
NOLSM5121926512,19,53,1,1,3,2,2,none,1,1132,11322,72,07-03-2022
NOLSM5131927513,19,54,1,1,3,3,3,none,1,1133,11333,66,07-03-2022
NOLSM487191,19,1,2,3,2,2,2,none,1,2322,23222,51,07-03-2022
NOLSM488192,19,2,2,3,3,1,1,none,1,2331,23311,27,07-03-2022
NOLSM489193,19,3,3,1,1,1,1,none,1,3111,31111,51,07-03-2022
NOLSM490194,19,4,3,1,2,2,2,none,1,3122,31222,117,07-03-2022
NOLSM491195,19,5,3,1,3,3,3,none,1,3133,31333,48,07-03-2022
NOLSM492196,19,6,3,2,1,3,3,none,1,3213,32133,57,07-03-2022
NOLSM493197,19,7,3,2,2,2,2,none,1,3222,32222,93,07-03-2022
NOLSM494198,19,8,3,2,3,1,1,none,1,3231,32311,75,07-03-2022
NOLSM495199,19,9,3,3,1,1,1,none,1,3311,33111,45,07-03-2022
NOLSM4961910,19,10,3,3,2,2,2,none,1,3322,33222,96,07-03-2022
NOLSM4971911,19,11,3,3,3,3,3,[['Center']],0,3333,33333,207,07-03-2022
NOLSM4981912,19,12,1,1,1,3,3,none,1,1113,11133,126,07-03-2022
NOLSM4991913,19,13,1,1,2,2,2,none,1,1122,11222,153,07-03-2022
NOLSM5001914,19,14,1,1,3,1,1,none,1,1131,11311,156,07-03-2022
NOLSM5011915,19,15,1,2,1,1,1,none,1,1211,12111,180,07-03-2022
NOLSM5021916,19,16,1,2,2,2,2,[['Loc']],0,1222,12222,216,07-03-2022
NOLSM5031917,19,17,1,2,3,3,3,[['Edge-Loc']],0,1233,12333,216,07-03-2022
NOLSM5041918,19,18,1,3,1,3,3,[['Loc']],0,1313,13133,399,07-03-2022
NOLSM5051919,19,19,1,3,2,2,2,none,1,1322,13222,18,07-03-2022
NOLSM5061920,19,20,1,3,3,1,1,none,1,1331,13311,75,07-03-2022
NOLSM5071921,19,21,2,1,1,1,1,none,1,2111,21111,57,07-03-2022
NOLSM5081922,19,22,2,1,2,2,2,none,1,2122,21222,9,07-03-2022
NOLSM5091923,19,23,2,1,3,3,3,none,1,2133,21333,21,07-03-2022
NOLSM5101924,19,24,2,2,2,2,2,none,1,2222,22222,24,07-03-2022
NOLSM5111925,19,25,2,2,3,1,1,none,1,2231,22311,18,07-03-2022
NOLSM5121926,19,26,2,3,1,1,1,none,1,2311,23111,72,07-03-2022
NOLSM5131927,19,27,2,3,2,2,2,none,1,2322,23222,66,07-03-2022
NOLSM514201514,20,28,1,2,1,1,1,none,1,1211,12111,96,08-03-2022
NOLSM515202515,20,29,1,2,1,2,2,none,1,1212,12122,87,08-03-2022
NOLSM516203516,20,30,1,2,1,3,3,none,1,1213,12133,93,08-03-2022
NOLSM517204517,20,31,1,2,1,1,1,none,1,1211,12111,45,08-03-2022
NOLSM518205518,20,32,1,2,1,2,2,none,1,1212,12122,69,08-03-2022
NOLSM519206519,20,33,1,2,1,3,3,none,1,1213,12133,69,08-03-2022
NOLSM520207520,20,34,1,2,1,1,1,none,1,1211,12111,48,08-03-2022
NOLSM521208521,20,35,1,2,1,2,2,none,1,1212,12122,24,08-03-2022
NOLSM522209522,20,36,1,2,1,3,3,none,1,1213,12133,39,08-03-2022
NOLSM5232010523,20,37,1,2,2,1,1,[['Center']],0,1221,12211,204,08-03-2022
NOLSM5242011524,20,38,1,2,2,2,2,none,1,1222,12222,18,08-03-2022
NOLSM5252012525,20,39,1,2,2,3,3,none,1,1223,12233,66,08-03-2022
NOLSM5262013526,20,40,1,2,2,1,1,none,1,1221,12211,51,08-03-2022
NOLSM5272014527,20,41,1,2,2,2,2,none,1,1222,12222,93,08-03-2022
NOLSM5282015528,20,42,1,2,2,3,3,none,1,1223,12233,126,08-03-2022
NOLSM5292016529,20,43,1,2,2,1,1,none,1,1221,12211,114,08-03-2022
NOLSM5302017530,20,44,1,2,2,2,2,none,1,1222,12222,135,08-03-2022
NOLSM5312018531,20,45,1,2,2,3,3,none,1,1223,12233,54,08-03-2022
NOLSM5322019532,20,46,1,2,3,1,1,none,1,1231,12311,117,08-03-2022
NOLSM5332020533,20,47,1,2,3,2,2,none,1,1232,12322,75,08-03-2022
NOLSM5342021534,20,48,1,2,3,3,3,none,1,1233,12333,120,08-03-2022
NOLSM5352022535,20,49,1,2,3,1,1,[['Scratch']],0,1231,12311,258,08-03-2022
NOLSM5362023536,20,50,1,2,3,2,2,none,1,1232,12322,156,08-03-2022
NOLSM5372024537,20,51,1,2,3,3,3,none,1,1233,12333,90,08-03-2022
NOLSM5382025538,20,52,1,2,3,1,1,none,1,1231,12311,117,08-03-2022
NOLSM5392026539,20,53,1,2,3,2,2,none,1,1232,12322,66,08-03-2022
NOLSM5402027540,20,54,1,2,3,3,3,none,1,1233,12333,102,08-03-2022
NOLSM514201,20,1,2,3,3,3,3,none,1,2333,23333,96,08-03-2022
NOLSM515202,20,2,3,1,1,3,3,none,1,3113,31133,87,08-03-2022
NOLSM516203,20,3,3,1,2,2,2,none,1,3122,31222,93,08-03-2022
NOLSM517204,20,4,3,1,3,1,1,none,1,3131,31311,45,08-03-2022
NOLSM518205,20,5,3,2,1,1,1,none,1,3211,32111,69,08-03-2022
NOLSM519206,20,6,3,2,2,2,2,none,1,3222,32222,69,08-03-2022
NOLSM520207,20,7,3,3,1,3,3,none,1,3313,33133,48,08-03-2022
NOLSM521208,20,8,3,3,2,2,2,none,1,3322,33222,24,08-03-2022
NOLSM522209,20,9,3,3,3,1,1,none,1,3331,33311,39,08-03-2022
NOLSM5232010,20,10,1,1,1,1,1,[['Center']],0,1111,11111,204,08-03-2022
NOLSM5242011,20,11,1,1,2,2,2,none,1,1122,11222,18,08-03-2022
NOLSM5252012,20,12,1,1,3,3,3,none,1,1133,11333,66,08-03-2022
NOLSM5262013,20,13,1,2,1,3,3,none,1,1213,12133,51,08-03-2022
NOLSM5272014,20,14,1,2,2,2,2,none,1,1222,12222,93,08-03-2022
NOLSM5282015,20,15,1,2,3,1,1,none,1,1231,12311,126,08-03-2022
NOLSM5292016,20,16,1,3,1,1,1,none,1,1311,13111,114,08-03-2022
NOLSM5302017,20,17,1,3,2,2,2,none,1,1322,13222,135,08-03-2022
NOLSM5312018,20,18,1,3,3,3,3,none,1,1333,13333,54,08-03-2022
NOLSM5322019,20,19,2,1,1,3,3,none,1,2113,21133,117,08-03-2022
NOLSM5332020,20,20,2,1,2,2,2,none,1,2122,21222,75,08-03-2022
NOLSM5342021,20,21,2,1,3,1,1,none,1,2131,21311,120,08-03-2022
NOLSM5352022,20,22,2,2,1,1,1,[['Scratch']],0,2211,22111,258,08-03-2022
NOLSM5362023,20,23,2,2,2,2,2,none,1,2222,22222,156,08-03-2022
NOLSM5372024,20,24,2,2,3,3,3,none,1,2233,22333,90,08-03-2022
NOLSM5382025,20,25,2,3,2,2,2,none,1,2322,23222,117,08-03-2022
NOLSM5392026,20,26,2,3,3,1,1,none,1,2331,23311,66,08-03-2022
NOLSM5402027,20,27,3,1,1,1,1,none,1,3111,31111,102,08-03-2022
NOLSM1111,1,28,1,1,1,1,1,none,1,1111,11111,96,17-02-2022
NOLSM2122,1,29,1,1,1,2,2,none,1,1112,11122,102,17-02-2022
NOLSM3133,1,30,1,1,1,3,3,none,1,1113,11133,95,17-02-2022
NOLSM4144,1,31,1,1,1,1,1,none,1,1111,11111,117,17-02-2022
NOLSM5155,1,32,1,1,1,2,2,none,1,1112,11122,143,17-02-2022
NOLSM6166,1,33,1,1,1,3,3,none,1,1113,11133,49,17-02-2022
NOLSM7177,1,34,1,1,1,1,1,none,1,1111,11111,97,17-02-2022
NOLSM8188,1,35,1,1,1,2,2,none,1,1112,11122,92,17-02-2022
NOLSM9199,1,36,1,1,1,3,3,none,1,1113,11133,86,17-02-2022
NOLSM1011010,1,37,1,1,2,1,1,none,1,1121,11211,102,17-02-2022
NOLSM1111111,1,38,1,1,2,2,2,none,1,1122,11222,72,17-02-2022
NOLSM1211212,1,39,1,1,2,3,3,[['Loc']],0,1123,11233,215,17-02-2022
NOLSM1311313,1,40,1,1,2,1,1,none,1,1121,11211,89,17-02-2022
NOLSM1411414,1,41,1,1,2,2,2,none,1,1122,11222,104,17-02-2022
NOLSM1511515,1,42,1,1,2,3,3,none,1,1123,11233,116,17-02-2022
NOLSM1611616,1,43,1,1,2,1,1,none,1,1121,11211,124,17-02-2022
NOLSM1711717,1,44,1,1,2,2,2,none,1,1122,11222,71,17-02-2022
NOLSM1811818,1,45,1,1,2,3,3,none,1,1123,11233,83,17-02-2022
NOLSM1911919,1,46,1,1,3,1,1,none,1,1131,11311,95,17-02-2022
NOLSM2012020,1,47,1,1,3,2,2,none,1,1132,11322,92,17-02-2022
NOLSM2112121,1,48,1,1,3,3,3,[['Edge-Loc']],0,1133,11333,255,17-02-2022
NOLSM2212222,1,49,1,1,3,1,1,none,1,1131,11311,99,17-02-2022
NOLSM2312323,1,50,1,1,3,2,2,none,1,1132,11322,117,17-02-2022
NOLSM2412424,1,51,1,1,3,3,3,none,1,1133,11333,130,17-02-2022
NOLSM2512525,1,52,1,1,3,1,1,none,1,1131,11311,70,17-02-2022
NOLSM2612626,1,53,1,1,3,2,2,none,1,1132,11322,90,17-02-2022
NOLSM2712727,1,54,1,1,3,3,3,none,1,1133,11333,146,17-02-2022
NOLSM541211541,21,28,1,3,1,1,1,none,1,1311,13111,120,17-02-2022
NOLSM542212542,21,29,1,3,1,2,2,none,1,1312,13122,111,17-02-2022
NOLSM543213543,21,30,1,3,1,3,3,none,1,1313,13133,54,17-02-2022
NOLSM544214544,21,31,1,3,1,1,1,none,1,1311,13111,114,17-02-2022
NOLSM545215545,21,32,1,3,1,2,2,none,1,1312,13122,117,17-02-2022
NOLSM546216546,21,33,1,3,1,3,3,none,1,1313,13133,141,17-02-2022
NOLSM547217547,21,34,1,3,1,1,1,none,1,1311,13111,60,17-02-2022
NOLSM548218548,21,35,1,3,1,2,2,none,1,1312,13122,120,17-02-2022
NOLSM549219549,21,36,1,3,1,3,3,none,1,1313,13133,69,17-02-2022
NOLSM5502110550,21,37,1,3,2,1,1,none,1,1321,13211,99,17-02-2022
NOLSM5512111551,21,38,1,3,2,2,2,none,1,1322,13222,108,17-02-2022
NOLSM5522112552,21,39,1,3,2,3,3,none,1,1323,13233,129,17-02-2022
NOLSM5532113553,21,40,1,3,2,1,1,none,1,1321,13211,57,17-02-2022
NOLSM5542114554,21,41,1,3,2,2,2,none,1,1322,13222,54,17-02-2022
NOLSM5552115555,21,42,1,3,2,3,3,none,1,1323,13233,48,17-02-2022
NOLSM5562116556,21,43,1,3,2,1,1,none,1,1321,13211,69,17-02-2022
NOLSM5572117557,21,44,1,3,2,2,2,none,1,1322,13222,66,17-02-2022
NOLSM5592119559,21,46,1,3,3,1,1,none,1,1331,13311,36,17-02-2022
NOLSM5602120560,21,47,1,3,3,2,2,none,1,1332,13322,63,17-02-2022
NOLSM5612121561,21,48,1,3,3,3,3,none,1,1333,13333,48,17-02-2022
NOLSM5622122562,21,49,1,3,3,1,1,none,1,1331,13311,144,17-02-2022
NOLSM5632123563,21,50,1,3,3,2,2,none,1,1332,13322,159,17-02-2022
NOLSM5642124564,21,51,1,3,3,3,3,none,1,1333,13333,96,17-02-2022
NOLSM5652125565,21,52,1,3,3,1,1,none,1,1331,13311,57,17-02-2022
NOLSM5662126566,21,53,1,3,3,2,2,none,1,1332,13322,126,17-02-2022
NOLSM5672127567,21,54,1,3,3,3,3,none,1,1333,13333,117,17-02-2022
NOLSM111,1,1,1,1,1,3,3,none,1,1113,11133,96,17-02-2022
NOLSM212,1,2,1,1,2,2,2,none,1,1122,11222,102,17-02-2022
NOLSM313,1,3,1,1,3,1,1,none,1,1131,11311,95,17-02-2022
NOLSM414,1,4,1,2,1,1,1,none,1,1211,12111,117,17-02-2022
NOLSM515,1,5,1,2,2,2,2,none,1,1222,12222,143,17-02-2022
NOLSM616,1,6,1,2,3,3,3,none,1,1233,12333,49,17-02-2022
NOLSM717,1,7,1,3,2,2,2,none,1,1322,13222,97,17-02-2022
NOLSM818,1,8,1,3,3,1,1,none,1,1331,13311,92,17-02-2022
NOLSM919,1,9,2,1,1,1,1,none,1,2111,21111,86,17-02-2022
NOLSM10110,1,10,2,1,2,2,2,none,1,2122,21222,102,17-02-2022
NOLSM11111,1,11,2,1,3,3,3,none,1,2133,21333,72,17-02-2022
NOLSM12112,1,12,2,2,1,3,3,[['Loc']],0,2213,22133,215,17-02-2022
NOLSM13113,1,13,2,2,2,2,2,none,1,2222,22222,89,17-02-2022
NOLSM14114,1,14,2,2,3,1,1,none,1,2231,22311,104,17-02-2022
NOLSM15115,1,15,2,3,1,1,1,none,1,2311,23111,116,17-02-2022
NOLSM16116,1,16,2,3,2,2,2,none,1,2322,23222,124,17-02-2022
NOLSM17117,1,17,2,3,3,3,3,none,1,2333,23333,71,17-02-2022
NOLSM18118,1,18,3,1,1,3,3,none,1,3113,31133,83,17-02-2022
NOLSM19119,1,19,3,1,2,2,2,none,1,3122,31222,95,17-02-2022
NOLSM20120,1,20,3,1,3,1,1,none,1,3131,31311,92,17-02-2022
NOLSM21121,1,21,3,2,1,1,1,[['Edge-Loc']],0,3211,32111,255,17-02-2022
NOLSM22122,1,22,3,2,2,2,2,none,1,3222,32222,99,17-02-2022
NOLSM23123,1,23,3,2,3,3,3,none,1,3233,32333,117,17-02-2022
NOLSM24124,1,24,3,3,1,3,3,none,1,3313,33133,130,17-02-2022
NOLSM25125,1,25,3,3,2,2,2,none,1,3322,33222,70,17-02-2022
NOLSM26126,1,26,3,3,3,1,1,none,1,3331,33311,90,17-02-2022
NOLSM27127,1,27,1,1,1,1,1,none,1,1111,11111,146,17-02-2022
NOLSM541211,21,1,3,1,2,2,2,none,1,3122,31222,120,17-02-2022
NOLSM542212,21,2,3,1,3,3,3,none,1,3133,31333,111,17-02-2022
NOLSM543213,21,3,3,2,1,3,3,none,1,3213,32133,54,17-02-2022
NOLSM544214,21,4,3,2,2,2,2,none,1,3222,32222,114,17-02-2022
NOLSM545215,21,5,3,2,3,1,1,none,1,3231,32311,117,17-02-2022
NOLSM546216,21,6,3,3,1,1,1,none,1,3311,33111,141,17-02-2022
NOLSM547217,21,7,3,3,2,2,2,none,1,3322,33222,60,17-02-2022
NOLSM548218,21,8,3,3,3,3,3,none,1,3333,33333,120,17-02-2022
NOLSM549219,21,9,1,1,1,3,3,none,1,1113,11133,69,17-02-2022
NOLSM5502110,21,10,1,1,2,2,2,none,1,1122,11222,99,17-02-2022
NOLSM5512111,21,11,1,1,3,1,1,none,1,1131,11311,108,17-02-2022
NOLSM5522112,21,12,1,2,1,1,1,none,1,1211,12111,129,17-02-2022
NOLSM5532113,21,13,1,2,3,3,3,none,1,1233,12333,57,17-02-2022
NOLSM5542114,21,14,1,3,1,3,3,none,1,1313,13133,54,17-02-2022
NOLSM5552115,21,15,1,3,2,2,2,none,1,1322,13222,48,17-02-2022
NOLSM5562116,21,16,1,3,3,1,1,none,1,1331,13311,69,17-02-2022
NOLSM5572117,21,17,2,1,1,1,1,none,1,2111,21111,66,17-02-2022
NOLSM5582118,21,18,2,1,2,2,2,none,1,2122,21222,75,17-02-2022
NOLSM5592119,21,19,2,1,3,3,3,none,1,2133,21333,36,17-02-2022
NOLSM5602120,21,20,2,2,2,2,2,none,1,2222,22222,63,17-02-2022
NOLSM5612121,21,21,2,2,3,1,1,none,1,2231,22311,48,17-02-2022
NOLSM5622122,21,22,2,3,1,1,1,none,1,2311,23111,144,17-02-2022
NOLSM5632123,21,23,2,3,2,2,2,none,1,2322,23222,159,17-02-2022
NOLSM5642124,21,24,2,3,3,3,3,none,1,2333,23333,96,17-02-2022
NOLSM5652125,21,25,3,1,1,3,3,none,1,3113,31133,57,17-02-2022
NOLSM5662126,21,26,3,1,2,2,2,none,1,3122,31222,126,17-02-2022
NOLSM5672127,21,27,3,1,3,1,1,none,1,3131,31311,117,17-02-2022
NOLSM282128,2,28,1,2,1,1,1,none,1,1211,12111,91,18-02-2022
NOLSM292229,2,29,1,2,1,2,2,none,1,1212,12122,109,18-02-2022
NOLSM302330,2,30,1,2,1,3,3,none,1,1213,12133,93,18-02-2022
NOLSM312431,2,31,1,2,1,1,1,none,1,1211,12111,42,18-02-2022
NOLSM322532,2,32,1,2,1,2,2,none,1,1212,12122,149,18-02-2022
NOLSM332633,2,33,1,2,1,3,3,none,1,1213,12133,77,18-02-2022
NOLSM342734,2,34,1,2,1,1,1,none,1,1211,12111,105,18-02-2022
NOLSM352835,2,35,1,2,1,2,2,none,1,1212,12122,176,18-02-2022
NOLSM362936,2,36,1,2,1,3,3,none,1,1213,12133,115,18-02-2022
NOLSM3721037,2,37,1,2,2,1,1,none,1,1221,12211,69,18-02-2022
NOLSM3821138,2,38,1,2,2,2,2,none,1,1222,12222,128,18-02-2022
NOLSM3921239,2,39,1,2,2,3,3,none,1,1223,12233,129,18-02-2022
NOLSM4021340,2,40,1,2,2,1,1,none,1,1221,12211,132,18-02-2022
NOLSM4121441,2,41,1,2,2,2,2,none,1,1222,12222,99,18-02-2022
NOLSM4221542,2,42,1,2,2,3,3,none,1,1223,12233,62,18-02-2022
NOLSM4321643,2,43,1,2,2,1,1,none,1,1221,12211,125,18-02-2022
NOLSM4421744,2,44,1,2,2,2,2,none,1,1222,12222,97,18-02-2022
NOLSM4521845,2,45,1,2,2,3,3,none,1,1223,12233,62,18-02-2022
NOLSM4621946,2,46,1,2,3,1,1,none,1,1231,12311,157,18-02-2022
NOLSM4722047,2,47,1,2,3,2,2,none,1,1232,12322,184,18-02-2022
NOLSM4822148,2,48,1,2,3,3,3,none,1,1233,12333,128,18-02-2022
NOLSM4922249,2,49,1,2,3,1,1,none,1,1231,12311,171,18-02-2022
NOLSM5022350,2,50,1,2,3,2,2,none,1,1232,12322,59,18-02-2022
NOLSM5122451,2,51,1,2,3,3,3,none,1,1233,12333,42,18-02-2022
NOLSM5222552,2,52,1,2,3,1,1,none,1,1231,12311,94,18-02-2022
NOLSM5322653,2,53,1,2,3,2,2,none,1,1232,12322,114,18-02-2022
NOLSM5422754,2,54,1,2,3,3,3,none,1,1233,12333,157,18-02-2022
NOLSM568221568,22,28,2,1,1,1,1,none,1,2111,21111,93,18-02-2022
NOLSM569222569,22,29,2,1,1,2,2,none,1,2112,21122,102,18-02-2022
NOLSM570223570,22,30,2,1,1,3,3,none,1,2113,21133,108,18-02-2022
NOLSM571224571,22,31,2,1,1,1,1,none,1,2111,21111,99,18-02-2022
NOLSM572225572,22,32,2,1,1,2,2,none,1,2112,21122,72,18-02-2022
NOLSM573226573,22,33,2,1,1,3,3,none,1,2113,21133,102,18-02-2022
NOLSM574227574,22,34,2,1,1,1,1,none,1,2111,21111,45,18-02-2022
NOLSM575228575,22,35,2,1,1,2,2,none,1,2112,21122,39,18-02-2022
NOLSM576229576,22,36,2,1,1,3,3,none,1,2113,21133,75,18-02-2022
NOLSM5772210577,22,37,2,1,2,1,1,none,1,2121,21211,69,18-02-2022
NOLSM5782211578,22,38,2,1,2,2,2,none,1,2122,21222,99,18-02-2022
NOLSM5792212579,22,39,2,1,2,3,3,none,1,2123,21233,66,18-02-2022
NOLSM5802213580,22,40,2,1,2,1,1,none,1,2121,21211,69,18-02-2022
NOLSM5812214581,22,41,2,1,2,2,2,none,1,2122,21222,18,18-02-2022
NOLSM5822215582,22,42,2,1,2,3,3,none,1,2123,21233,84,18-02-2022
NOLSM5832216583,22,43,2,1,2,1,1,none,1,2121,21211,45,18-02-2022
NOLSM5842217584,22,44,2,1,2,2,2,none,1,2122,21222,57,18-02-2022
NOLSM5852218585,22,45,2,1,2,3,3,none,1,2123,21233,51,18-02-2022
NOLSM5862219586,22,46,2,1,3,1,1,none,1,2131,21311,66,18-02-2022
NOLSM5872220587,22,47,2,1,3,2,2,none,1,2132,21322,75,18-02-2022
NOLSM5882221588,22,48,2,1,3,3,3,none,1,2133,21333,81,18-02-2022
NOLSM5892222589,22,49,2,1,3,1,1,none,1,2131,21311,81,18-02-2022
NOLSM5902223590,22,50,2,1,3,2,2,none,1,2132,21322,87,18-02-2022
NOLSM5912224591,22,51,2,1,3,3,3,none,1,2133,21333,120,18-02-2022
NOLSM5922225592,22,52,2,1,3,1,1,none,1,2131,21311,114,18-02-2022
NOLSM5932226593,22,53,2,1,3,2,2,none,1,2132,21322,54,18-02-2022
NOLSM5942227594,22,54,2,1,3,3,3,none,1,2133,21333,84,18-02-2022
NOLSM2821,2,1,1,1,2,2,2,none,1,1122,11222,91,18-02-2022
NOLSM2922,2,2,1,1,3,3,3,none,1,1133,11333,109,18-02-2022
NOLSM3023,2,3,1,2,1,3,3,none,1,1213,12133,93,18-02-2022
NOLSM3124,2,4,1,2,3,1,1,none,1,1231,12311,42,18-02-2022
NOLSM3225,2,5,1,3,1,1,1,none,1,1311,13111,149,18-02-2022
NOLSM3326,2,6,1,3,3,3,3,none,1,1333,13333,77,18-02-2022
NOLSM3427,2,7,2,1,1,3,3,none,1,2113,21133,105,18-02-2022
NOLSM3528,2,8,2,1,2,2,2,none,1,2122,21222,176,18-02-2022
NOLSM3629,2,9,2,1,3,1,1,none,1,2131,21311,115,18-02-2022
NOLSM37210,2,10,2,2,1,1,1,none,1,2211,22111,69,18-02-2022
NOLSM38211,2,11,2,2,2,2,2,none,1,2222,22222,128,18-02-2022
NOLSM39212,2,12,2,2,3,3,3,none,1,2233,22333,129,18-02-2022
NOLSM40213,2,13,2,3,1,3,3,none,1,2313,23133,132,18-02-2022
NOLSM41214,2,14,2,3,2,2,2,none,1,2322,23222,99,18-02-2022
NOLSM42215,2,15,2,3,3,1,1,none,1,2331,23311,62,18-02-2022
NOLSM43216,2,16,3,1,1,1,1,none,1,3111,31111,125,18-02-2022
NOLSM44217,2,17,3,1,2,2,2,none,1,3122,31222,97,18-02-2022
NOLSM45218,2,18,3,1,3,3,3,none,1,3133,31333,62,18-02-2022
NOLSM46219,2,19,3,2,1,3,3,none,1,3213,32133,157,18-02-2022
NOLSM47220,2,20,3,2,2,2,2,none,1,3222,32222,184,18-02-2022
NOLSM48221,2,21,3,2,3,1,1,none,1,3231,32311,128,18-02-2022
NOLSM49222,2,22,3,3,1,1,1,none,1,3311,33111,171,18-02-2022
NOLSM50223,2,23,3,3,2,2,2,none,1,3322,33222,59,18-02-2022
NOLSM51224,2,24,3,3,3,3,3,none,1,3333,33333,42,18-02-2022
NOLSM52225,2,25,1,1,1,3,3,none,1,1113,11133,94,18-02-2022
NOLSM53226,2,26,1,1,2,2,2,none,1,1122,11222,114,18-02-2022
NOLSM54227,2,27,1,1,3,1,1,none,1,1131,11311,157,18-02-2022
NOLSM568221,22,1,3,2,1,1,1,none,1,3211,32111,93,18-02-2022
NOLSM569222,22,2,3,2,2,2,2,none,1,3222,32222,102,18-02-2022
NOLSM570223,22,3,3,2,3,3,3,none,1,3233,32333,108,18-02-2022
NOLSM571224,22,4,3,3,1,3,3,none,1,3313,33133,99,18-02-2022
NOLSM572225,22,5,3,3,2,2,2,none,1,3322,33222,72,18-02-2022
NOLSM573226,22,6,3,3,3,1,1,none,1,3331,33311,102,18-02-2022
NOLSM574227,22,7,1,1,1,1,1,none,1,1111,11111,45,18-02-2022
NOLSM575228,22,8,1,1,2,2,2,none,1,1122,11222,39,18-02-2022
NOLSM576229,22,9,1,1,3,3,3,none,1,1133,11333,75,18-02-2022
NOLSM5772210,22,10,1,2,1,3,3,none,1,1213,12133,69,18-02-2022
NOLSM5782211,22,11,1,2,2,2,2,none,1,1222,12222,99,18-02-2022
NOLSM5792212,22,12,1,2,3,1,1,none,1,1231,12311,66,18-02-2022
NOLSM5802213,22,13,1,3,1,1,1,none,1,1311,13111,69,18-02-2022
NOLSM5812214,22,14,1,3,2,2,2,none,1,1322,13222,18,18-02-2022
NOLSM5822215,22,15,1,3,3,3,3,none,1,1333,13333,84,18-02-2022
NOLSM5832216,22,16,2,1,1,3,3,none,1,2113,21133,45,18-02-2022
NOLSM5842217,22,17,2,1,2,2,2,none,1,2122,21222,57,18-02-2022
NOLSM5852218,22,18,2,1,3,1,1,none,1,2131,21311,51,18-02-2022
NOLSM5862219,22,19,2,2,1,1,1,none,1,2211,22111,66,18-02-2022
NOLSM5872220,22,20,2,2,2,2,2,none,1,2222,22222,75,18-02-2022
NOLSM5882221,22,21,2,2,3,3,3,none,1,2233,22333,81,18-02-2022
NOLSM5892222,22,22,2,3,2,2,2,none,1,2322,23222,81,18-02-2022
NOLSM5902223,22,23,2,3,3,1,1,none,1,2331,23311,87,18-02-2022
NOLSM5912224,22,24,3,1,1,1,1,none,1,3111,31111,120,18-02-2022
NOLSM5922225,22,25,3,1,2,2,2,none,1,3122,31222,114,18-02-2022
NOLSM5932226,22,26,3,1,3,3,3,none,1,3133,31333,72,18-02-2022
NOLSM5942227,22,27,3,2,1,3,3,none,1,3213,32133,78,18-02-2022
NOLSM553155,3,28,1,3,1,1,1,none,1,1311,13111,115,19-02-2022
NOLSM563256,3,29,1,3,1,2,2,none,1,1312,13122,190,19-02-2022
NOLSM573357,3,30,1,3,1,3,3,none,1,1313,13133,76,19-02-2022
NOLSM583458,3,31,1,3,1,1,1,[['Edge-Loc']],0,1311,13111,227,19-02-2022
NOLSM593559,3,32,1,3,1,2,2,none,1,1312,13122,102,19-02-2022
NOLSM603660,3,33,1,3,1,3,3,none,1,1313,13133,121,19-02-2022
NOLSM613761,3,34,1,3,1,1,1,none,1,1311,13111,98,19-02-2022
NOLSM623862,3,35,1,3,1,2,2,none,1,1312,13122,99,19-02-2022
NOLSM633963,3,36,1,3,1,3,3,none,1,1313,13133,75,19-02-2022
NOLSM6431064,3,37,1,3,2,1,1,none,1,1321,13211,181,19-02-2022
